congress,chamber,icpsr,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,nokken_poole_dim1,nokken_poole_dim2
114,Senate,14806,IN,200,0,1 ,"COATS, Daniel Ray",C000542,0.375,-0.227,-111.40278,0.763,411,44,0.537,-0.275
114,Senate,20717,IN,100,0,1 ,"DONNELLY, Joe",D000607,-0.119,0.435,-114.027,0.76025,416,47,-0.11,0.41
114,Senate,14226,IA,200,0,1 ,"GRASSLEY, Charles Ernest",G000386,0.343,-0.071,-113.06091,0.764,420,48,0.461,0.058
114,Senate,41502,IA,200,0,1 ,"ERNST, Joni",E000295,0.518,0.01,-64.08344,0.85849,420,25,0.505,0.042
114,Senate,14852,KS,200,0,1 ,"ROBERTS, Charles Patrick (Pat)",R000307,0.414,-0.094,-70.1693,0.84409,414,29,0.434,0.253
114,Senate,29722,KS,200,0,1 ,"MORAN, Jerry",M000934,0.414,0.256,-105.19365,0.77322,409,53,0.452,0.548
114,Senate,14921,KY,200,0,1 ,"McCONNELL, Addison Mitchell (Mitch)",M000355,0.403,0,-155.70089,0.69024,420,60,0.355,0.001
114,Senate,41104,KY,200,0,1 ,"PAUL, Rand",P000603,0.879,-0.477,-220.14465,0.57753,401,98,0.83,-0.558
114,Senate,20919,LA,200,0,1 ,"CASSIDY, Bill",C001075,0.452,-0.1,-81.37266,0.82234,416,35,0.434,0.125
114,Senate,29918,LA,200,0,1 ,"VITTER, David",V000127,0.495,0.323,-65.55047,0.838,370,32,0.479,0.494
114,Senate,41300,ME,328,0,1 ,"KING, Angus Stanley, Jr.",K000383,-0.152,-0.231,-99.95125,0.78505,413,56,-0.164,-0.221
114,Senate,49703,ME,200,0,1 ,"COLLINS, Susan Margaret",C001035,0.11,-0.556,-154.56393,0.69211,420,86,0.157,-0.374
114,Senate,14440,MD,100,0,1 ,"MIKULSKI, Barbara Ann",M000702,-0.37,-0.128,-40.75285,0.903,399,20,-0.427,0.135
114,Senate,15408,MD,100,0,1 ,"CARDIN, Benjamin Louis",C000141,-0.326,-0.252,-46.97616,0.89418,420,15,-0.366,-0.43
114,Senate,14435,MA,100,0,1 ,"MARKEY, Edward John",M000133,-0.504,-0.435,-50.94855,0.88421,414,23,-0.635,-0.544
114,Senate,41301,MA,100,0,1 ,"WARREN, Elizabeth",W000817,-0.764,-0.254,-39.44677,0.91035,420,14,-0.702,-0.461
114,Senate,20923,MI,100,0,1 ,"PETERS, Gary C.",P000595,-0.237,-0.211,-48.71652,0.88924,415,19,-0.319,-0.088
114,Senate,29732,MI,100,0,1 ,"STABENOW, Deborah Ann",S000770,-0.331,0.026,-47.57642,0.89169,415,19,-0.309,-0.098
114,Senate,40700,MN,100,0,1 ,"KLOBUCHAR, Amy",K000367,-0.247,-0.162,-53.37244,0.87905,414,19,-0.258,-0.026
114,Senate,40904,MN,100,0,1 ,"FRANKEN, Al",F000457,-0.4,-0.169,-43.07261,0.89958,407,22,-0.497,-0.036
114,Senate,14009,MS,200,0,1 ,"COCHRAN, William Thad",C000567,0.287,0.051,-73.85107,0.83734,416,24,0.329,0.102
114,Senate,29534,MS,200,0,1 ,"WICKER, Roger F.",W000437,0.377,0.361,-61.82814,0.86158,415,22,0.406,0.184
114,Senate,29735,MO,200,0,1 ,"BLUNT, Roy",B000575,0.43,0.287,-83.09034,0.81575,408,35,0.364,0.701
114,Senate,40701,MO,100,0,1 ,"McCASKILL, Claire",M001170,-0.142,0.023,-93.99066,0.79243,404,35,-0.127,-0.113
114,Senate,21338,MT,200,0,1 ,"DAINES, Steve",D000618,0.544,-0.082,-102.47367,0.7835,420,43,0.567,0.016
114,Senate,40702,MT,100,0,1 ,"TESTER, Jon",T000464,-0.21,0.138,-105.18495,0.77846,420,42,-0.197,0.067
114,Senate,41302,NE,200,0,1 ,"FISCHER, Debra (Deb)",F000463,0.467,0.307,-64.68648,0.85726,420,23,0.489,0.265
114,Senate,41503,NE,200,0,1 ,"SASSE, Benjamin Eric",S001197,0.812,-0.282,-94.65601,0.79736,418,48,0.827,-0.38
114,Senate,15054,NV,100,0,1 ,"REID, Harry",R000146,-0.276,0.258,-68.81173,0.828,364,35,-0.502,-0.121
114,Senate,20730,NV,200,0,1 ,"HELLER, Dean",H001041,0.464,-0.463,-176.81478,0.64832,408,84,0.546,-0.731
114,Senate,40906,NH,100,0,1 ,"SHAHEEN, Jeanne",S001181,-0.253,-0.241,-47.99908,0.89201,420,24,-0.266,-0.254
114,Senate,41106,NH,200,0,1 ,"AYOTTE, Kelly",A000368,0.351,-0.612,-126.06028,0.739,416,57,0.276,-0.512
114,Senate,29373,NJ,100,0,1 ,"MENENDEZ, Robert",M000639,-0.364,-0.118,-73.70432,0.83728,415,30,-0.36,-0.346
114,Senate,41308,NJ,100,0,1 ,"BOOKER, Cory Anthony",B001288,-0.615,-0.16,-41.61946,0.9048,416,17,-0.516,-0.43
114,Senate,20930,NM,100,0,1 ,"HEINRICH, Martin",H001046,-0.302,-0.021,-48.54729,0.89035,418,21,-0.321,-0.087
114,Senate,29924,NM,100,0,1 ,"UDALL, Thomas (Tom)",U000039,-0.453,0.18,-48.67971,0.89007,418,22,-0.395,-0.099
114,Senate,14858,NY,100,0,1 ,"SCHUMER, Charles Ellis (Chuck)",S000148,-0.351,-0.391,-43.90828,0.90051,419,15,-0.369,-0.489
114,Senate,20735,NY,100,0,1 ,"GILLIBRAND, Kirsten",G000555,-0.41,-0.225,-51.06187,0.88527,419,17,-0.544,-0.291
114,Senate,29548,NC,200,0,1 ,"BURR, Richard M.",B001135,0.453,-0.058,-92.35818,0.80133,417,38,0.381,0.067
114,Senate,41504,NC,200,0,1 ,"TILLIS, Thomas Roland (Thom)",T000476,0.426,-0.011,-76.57001,0.83262,418,37,0.443,-0.064
114,Senate,41107,ND,200,0,1 ,"HOEVEN, John",H001061,0.34,0.328,-66.09797,0.85342,417,27,0.375,0.297
114,Senate,41303,ND,100,0,1 ,"HEITKAMP, Mary Kathryn (Heidi)",H001069,-0.122,0.398,-109.12458,0.77071,419,43,-0.119,0.448
114,Senate,29386,OH,200,0,1 ,"PORTMAN, Robert Jones (Rob)",P000449,0.374,-0.251,-137.29475,0.7189,416,63,0.325,-0.163
114,Senate,29389,OH,100,0,1 ,"BROWN, Sherrod",B000944,-0.438,-0.136,-40.12018,0.90656,409,19,-0.589,-0.07
114,Senate,15424,OK,200,0,1 ,"INHOFE, James Mountain",I000024,0.552,0.04,-61.60567,0.86049,410,27,0.521,0.253
114,Senate,21166,OK,200,0,1 ,"LANKFORD, James",L000575,0.575,0.163,-107.6131,0.7735,419,46,0.624,-0.036
114,Senate,14871,OR,100,0,1 ,"WYDEN, Ronald Lee",W000779,-0.321,-0.433,-70.79281,0.84317,415,33,-0.39,-0.878
114,Senate,40908,OR,100,0,1 ,"MERKLEY, Jeff",M001176,-0.48,-0.801,-42.26494,0.90339,416,21,-0.607,-0.729
114,Senate,29935,PA,200,0,1 ,"TOOMEY, Patrick Joseph",T000461,0.638,-0.298,-82.76439,0.81309,400,33,0.596,-0.311
114,Senate,40703,PA,100,0,1 ,"CASEY, Robert (Bob), Jr.",C001070,-0.304,0.193,-80.49634,0.82369,415,30,-0.295,0.3
114,Senate,29142,RI,100,0,1 ,"REED, John F. (Jack)",R000122,-0.38,-0.226,-39.39297,0.91047,420,13,-0.437,-0.129
114,Senate,40704,RI,100,0,1 ,"WHITEHOUSE, Sheldon",W000802,-0.397,-0.196,-46.3492,0.89528,419,23,-0.42,0.023
114,Senate,21173,SC,200,0,1 ,"SCOTT, Tim",S001184,0.653,-0.01,-76.2142,0.83074,411,38,0.634,0.028
114,Senate,29566,SC,200,0,1 ,"GRAHAM, Lindsey O.",G000359,0.408,-0.173,-85.21247,0.76685,321,39,0.321,-0.208
114,Senate,29754,SD,200,0,1 ,"THUNE, John",T000250,0.41,0.128,-69.64505,0.84686,419,36,0.429,0.079
114,Senate,41505,SD,200,0,1 ,"ROUNDS, Marion Michael (Mike)",R000605,0.39,0.01,-66.56522,0.85213,416,17,0.386,0.004
114,Senate,40304,TN,200,0,1 ,"ALEXANDER, Lamar",A000360,0.323,-0.182,-104.89788,0.77522,412,39,0.307,-0.185
114,Senate,40705,TN,200,0,1 ,"CORKER, Robert (Bob)",C001071,0.395,-0.345,-121.08947,0.74428,410,50,0.513,-0.483
114,Senate,40305,TX,200,0,1 ,"CORNYN, John",C001056,0.495,-0.014,-69.99344,0.84411,413,30,0.463,-0.073
114,Senate,41304,TX,200,0,1 ,"CRUZ, Rafael Edward (Ted)",C001098,0.819,-0.328,-110.96042,0.6942,304,49,0.876,-0.483
114,Senate,14503,UT,200,0,1 ,"HATCH, Orrin Grant",H000338,0.382,-0.005,-77.95713,0.82911,416,28,0.381,-0.041
114,Senate,41110,UT,200,0,1 ,"LEE, Mike",L000577,0.922,-0.387,-148.33246,0.68229,388,71,0.919,-0.395
114,Senate,14307,VT,100,0,1 ,"LEAHY, Patrick Joseph",L000174,-0.37,-0.135,-46.53421,0.89369,414,21,-0.525,-0.142
114,Senate,29147,VT,328,0,1 ,"SANDERS, Bernard",S000033,-0.52,-0.361,-69.57678,0.80181,315,30,-0.861,-0.508
114,Senate,40909,VA,100,0,1 ,"WARNER, Mark",W000805,-0.194,-0.024,-75.00078,0.82341,386,33,-0.17,-0.125
114,Senate,41305,VA,100,0,1 ,"KAINE, Timothy Michael (Tim)",K000384,-0.235,-0.105,-70.52141,0.84198,410,37,-0.208,-0.214
114,Senate,39310,WA,100,0,1 ,"CANTWELL, Maria E.",C000127,-0.292,-0.398,-45.8771,0.89652,420,21,-0.287,-0.61
114,Senate,49308,WA,100,0,1 ,"MURRAY, Patty",M001111,-0.342,-0.287,-47.74232,0.89108,414,27,-0.295,-0.552
114,Senate,20146,WV,200,0,1 ,"CAPITO, Shelley Moore",C001047,0.26,0.05,-87.24449,0.81162,418,32,0.308,0.126
114,Senate,40915,WV,100,0,1 ,"MANCHIN, Joe, III",M001183,-0.057,0.47,-162.97002,0.67395,413,67,-0.085,0.634
114,Senate,29940,WI,100,0,1 ,"BALDWIN, Tammy",B001230,-0.522,-0.226,-49.237,0.88938,420,24,-0.461,-0.032
114,Senate,41111,WI,200,0,1 ,"JOHNSON, Ron",J000293,0.602,-0.313,-78.78357,0.82556,411,34,0.487,-0.256
114,Senate,40707,WY,200,0,1 ,"BARRASSO, John A.",B001261,0.533,0.23,-75.31057,0.83549,419,27,0.477,0.198
114,Senate,49706,WY,200,0,1 ,"ENZI, Michael B.",E000285,0.54,0.182,-87.7353,0.80436,403,36,0.5,0.117
