congress,chamber,icpsr,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,nokken_poole_dim1,nokken_poole_dim2
110,Senate,49700,AL,200,0,1 ,"SESSIONS, Jefferson Beauregard III (Jeff)",S001141,0.549,0.13,-131.66522,0.78363,540,65,0.501,0.077
110,Senate,94659,AL,200,0,1 ,"SHELBY, Richard C.",S000320,0.431,0.535,-140.08156,0.77407,547,60,0.427,0.342
110,Senate,12109,AK,200,0,1 ,"STEVENS, Theodore Fulton (Ted)",S000888,0.219,-0.5,-160.3039,0.738,528,65,0.221,-0.218
110,Senate,40300,AK,200,0,1 ,"MURKOWSKI, Lisa",M001153,0.207,-0.288,-152.85311,0.75387,541,62,0.23,-0.363
110,Senate,15039,AZ,200,0,1 ,"McCAIN, John Sidney, III",M000303,0.381,-0.626,-42.53879,0.80754,199,17,0.442,-0.73
110,Senate,15429,AZ,200,0,1 ,"KYL, Jon Llewellyn",K000352,0.548,-0.415,-131.04299,0.78488,541,56,0.583,-0.507
110,Senate,29305,AR,100,0,1 ,"LINCOLN, Blanche Lambert",L000035,-0.166,0.178,-94.73876,0.837,534,44,-0.187,0.221
110,Senate,40301,AR,100,0,1 ,"PRYOR, Mark",P000590,-0.199,0.463,-94.81818,0.841,549,40,-0.174,0.465
110,Senate,15011,CA,100,0,1 ,"BOXER, Barbara",B000711,-0.45,-0.423,-39.20646,0.927,517,14,-0.486,-0.325
110,Senate,49300,CA,100,0,1 ,"FEINSTEIN, Dianne",F000062,-0.269,-0.21,-73.34106,0.87212,536,31,-0.254,-0.366
110,Senate,29108,CO,200,0,1 ,"ALLARD, A. Wayne",A000109,0.572,-0.121,-96.18367,0.834,531,43,0.563,-0.088
110,Senate,40500,CO,100,0,1 ,"SALAZAR, Kenneth Lee",S001163,-0.223,0.042,-77.20478,0.869,550,35,-0.202,-0.001
110,Senate,14213,CT,100,0,1 ,"DODD, Christopher John",D000388,-0.328,-0.317,-54.49703,0.877,417,23,-0.373,-0.601
110,Senate,15704,CT,100,0,1 ,"LIEBERMAN, Joseph I.",L000304,-0.205,-0.312,-156.74762,0.745,533,68,-0.133,-0.487
110,Senate,14101,DE,100,0,1 ,"BIDEN, Joseph Robinette, Jr.",B000444,-0.314,-0.042,-37.64402,0.906,383,14,-0.386,-0.163
110,Senate,15015,DE,100,0,1 ,"CARPER, Thomas Richard",C000174,-0.174,-0.219,-117.29279,0.80605,544,48,-0.166,-0.277
110,Senate,14651,FL,100,0,1 ,"NELSON, Clarence William (Bill)",N000032,-0.193,0.339,-108.26657,0.81863,541,56,-0.247,0.028
110,Senate,40501,FL,200,0,1 ,"MARTINEZ, Melquiades R. (Mel)",M001162,0.333,-0.417,-174.06121,0.726,543,88,0.344,-0.409
110,Senate,29512,GA,200,0,1 ,"CHAMBLISS, Saxby",C000286,0.423,0.205,-118.17378,0.804,541,51,0.457,0.137
110,Senate,29909,GA,200,0,1 ,"ISAKSON, Johnny",I000055,0.403,-0.014,-102.56175,0.82673,539,43,0.436,0.092
110,Senate,4812,HI,100,0,1 ,"INOUYE, Daniel Ken",I000025,-0.319,0.062,-75.92887,0.861,507,33,-0.259,0.041
110,Senate,14400,HI,100,0,1 ,"AKAKA, Daniel Kahikina",A000069,-0.419,0.273,-63.04187,0.892,549,20,-0.355,-0.028
110,Senate,14809,ID,200,0,1 ,"CRAIG, Larry Edwin",C000858,0.494,-0.014,-144.69214,0.757,519,71,0.429,-0.079
110,Senate,29345,ID,200,0,1 ,"CRAPO, Michael Dean",C000880,0.509,0.282,-120.02752,0.79836,533,63,0.459,0.248
110,Senate,15021,IL,100,0,1 ,"DURBIN, Richard Joseph",D000563,-0.363,-0.363,-38.20304,0.93266,548,12,-0.392,-0.377
110,Senate,40502,IL,100,0,1 ,"OBAMA, Barack",O000167,-0.343,-0.434,-30.80198,0.903,303,9,-0.357,-0.512
110,Senate,14506,IN,200,0,1 ,"LUGAR, Richard Green",L000504,0.304,-0.466,-184.123,0.714,546,93,0.256,-0.655
110,Senate,49901,IN,100,0,1 ,"BAYH, Evan",B001233,-0.158,-0.142,-211.47833,0.675,538,90,-0.078,-0.133
110,Senate,14226,IA,200,0,1 ,"GRASSLEY, Charles Ernest",G000386,0.343,-0.071,-190.78975,0.70733,551,101,0.332,0.026
110,Senate,14230,IA,100,0,1 ,"HARKIN, Thomas Richard (Tom)",H000206,-0.351,-0.546,-65.16713,0.886,536,28,-0.423,-0.259
110,Senate,14852,KS,200,0,1 ,"ROBERTS, Charles Patrick (Pat)",R000307,0.414,-0.094,-163.53719,0.7383,539,81,0.326,0.087
110,Senate,29523,KS,200,0,1 ,"BROWNBACK, Sam Dale",B000953,0.439,-0.306,-116.12613,0.764,431,47,0.425,-0.206
110,Senate,14921,KY,200,0,1 ,"McCONNELL, Addison Mitchell (Mitch)",M000355,0.403,0,-110.6829,0.81771,550,43,0.43,-0.033
110,Senate,15406,KY,200,0,1 ,"BUNNING, James Paul David",B001066,0.521,-0.049,-123.81319,0.793,534,62,0.546,0.087
110,Senate,29918,LA,200,0,1 ,"VITTER, David",V000127,0.495,0.323,-118.05491,0.801,532,57,0.565,0.485
110,Senate,49702,LA,100,0,1 ,"LANDRIEU, Mary L.",L000550,-0.203,0.444,-142.15312,0.767,537,61,-0.152,0.549
110,Senate,14661,ME,200,0,1 ,"SNOWE, Olympia Jean",S000663,0.091,-0.548,-176.02011,0.726,550,72,0.053,-0.438
110,Senate,49703,ME,200,0,1 ,"COLLINS, Susan Margaret",C001035,0.11,-0.556,-182.12253,0.71854,551,78,0.097,-0.646
110,Senate,14440,MD,100,0,1 ,"MIKULSKI, Barbara Ann",M000702,-0.37,-0.128,-82.3516,0.859,542,37,-0.258,-0.102
110,Senate,15408,MD,100,0,1 ,"CARDIN, Benjamin Louis",C000141,-0.326,-0.252,-46.71179,0.91829,548,15,-0.343,-0.323
110,Senate,10808,MA,100,0,1 ,"KENNEDY, Edward Moore (Ted)",K000105,-0.443,-0.49,-63.94736,0.866,443,21,-0.35,-0.608
110,Senate,14920,MA,100,0,1 ,"KERRY, John Forbes",K000148,-0.352,-0.382,-51.75039,0.907,530,18,-0.365,-0.538
110,Senate,14709,MI,100,0,1 ,"LEVIN, Carl",L000261,-0.395,-0.116,-65.56103,0.887,546,26,-0.336,-0.038
110,Senate,29732,MI,100,0,1 ,"STABENOW, Deborah Ann",S000770,-0.331,0.026,-69.83937,0.87993,546,30,-0.388,0.24
110,Senate,40302,MN,200,0,1 ,"COLEMAN, Norm",C001057,0.185,-0.125,-152.00508,0.751,531,74,0.174,-0.014
110,Senate,40700,MN,100,0,1 ,"KLOBUCHAR, Amy",K000367,-0.247,-0.162,-80.21768,0.8629,544,45,-0.3,-0.135
110,Senate,14009,MS,200,0,1 ,"COCHRAN, William Thad",C000567,0.287,0.051,-162.31258,0.74162,543,80,0.335,0.095
110,Senate,14031,MS,200,1,1 ,"LOTT, Chester Trent",L000447,0.39,0.194,-91.92665,0.762,338,45,0.437,0.091
110,Senate,29534,MS,200,2,2 ,"WICKER, Roger F.",W000437,0.377,0.361,-32.85895,0.83144,178,12,0.397,0.561
110,Senate,15501,MO,200,0,1 ,"BOND, Christopher Samuel (Kit)",B000611,0.31,-0.169,-172.26186,0.721,526,79,0.344,-0.087
110,Senate,40701,MO,100,0,1 ,"McCASKILL, Claire",M001170,-0.142,0.023,-215.75538,0.66963,538,92,-0.21,0.364
110,Senate,14203,MT,100,0,1 ,"BAUCUS, Max Sieben",B000243,-0.212,0.017,-113.29573,0.814,549,57,-0.237,0.52
110,Senate,40702,MT,100,0,1 ,"TESTER, Jon",T000464,-0.21,0.138,-122.15355,0.79888,544,61,-0.278,0.563
110,Senate,40103,NE,100,0,1 ,"NELSON, Earl Benjamin (Ben)",N000180,-0.03,0.588,-114.48679,0.81,543,42,-0.084,0.673
110,Senate,49704,NE,200,0,1 ,"HAGEL, Charles Timothy (Chuck)",H001028,0.344,-0.498,-253.94082,0.607,509,113,0.308,-0.707
110,Senate,15054,NV,100,0,1 ,"REID, Harry",R000146,-0.276,0.258,-150.55397,0.76,548,59,-0.317,0.206
110,Senate,29537,NV,200,0,1 ,"ENSIGN, John Eric",E000194,0.508,-0.464,-98.25512,0.83,528,43,0.554,-0.352
110,Senate,14826,NH,200,0,1 ,"GREGG, Judd Alan",G000445,0.429,-0.737,-144.56655,0.763,535,74,0.452,-0.837
110,Senate,29740,NH,200,0,1 ,"SUNUNU, John E.",S001078,0.473,-0.52,-197.3818,0.695,542,87,0.376,-0.592
110,Senate,14914,NJ,100,0,1 ,"LAUTENBERG, Frank Raleigh",L000123,-0.382,-0.579,-40.59802,0.928,541,13,-0.421,-0.508
110,Senate,29373,NJ,100,0,1 ,"MENENDEZ, Robert",M000639,-0.364,-0.118,-56.22176,0.90181,544,24,-0.423,-0.576
110,Senate,14103,NM,200,0,1 ,"DOMENICI, Pete Vichi",D000407,0.257,-0.247,-156.72318,0.74,520,71,0.264,-0.306
110,Senate,14912,NM,100,0,1 ,"BINGAMAN, Jesse Francis, Jr. (Jeff)",B000468,-0.266,0.045,-70.65731,0.878,544,33,-0.366,0.066
110,Senate,14858,NY,100,0,1 ,"SCHUMER, Charles Ellis (Chuck)",S000148,-0.351,-0.391,-44.95511,0.9204,542,16,-0.369,-0.474
110,Senate,40105,NY,100,0,1 ,"CLINTON, Hillary Rodham",C001041,-0.367,-0.243,-32.82782,0.917,378,12,-0.393,-0.387
110,Senate,29548,NC,200,0,1 ,"BURR, Richard M.",B001135,0.453,-0.058,-117.22791,0.80356,536,54,0.517,-0.19
110,Senate,40303,NC,200,0,1 ,"DOLE, Elizabeth Hanford",D000601,0.363,0.124,-158.24045,0.739,524,72,0.352,0.112
110,Senate,14812,ND,100,0,1 ,"DORGAN, Byron Leslie",D000432,-0.267,0.09,-114.09598,0.81,541,54,-0.308,0.633
110,Senate,15502,ND,100,0,1 ,"CONRAD, Kent",C000705,-0.296,0.582,-89.37574,0.848,542,33,-0.28,0.51
110,Senate,29389,OH,100,0,1 ,"BROWN, Sherrod",B000944,-0.438,-0.136,-46.24398,0.91822,542,18,-0.46,-0.101
110,Senate,49903,OH,200,0,1 ,"VOINOVICH, George Victor",V000126,0.239,-0.803,-294.43741,0.581,543,147,0.24,-0.846
110,Senate,15424,OK,200,0,1 ,"INHOFE, James Mountain",I000024,0.552,0.04,-100.85874,0.82521,525,44,0.7,0.425
110,Senate,29555,OK,200,0,1 ,"COBURN, Thomas Allen",C000560,0.782,0.055,-81.13222,0.852,508,38,0.808,-0.055
110,Senate,14871,OR,100,0,1 ,"WYDEN, Ronald Lee",W000779,-0.321,-0.433,-70.26238,0.87799,540,27,-0.323,-0.327
110,Senate,49705,OR,200,0,1 ,"SMITH, Gordon Harold",S001142,0.192,-0.21,-207.12565,0.685,547,102,0.134,-0.139
110,Senate,14910,PA,200,0,1 ,"SPECTER, Arlen",S000709,0.068,-0.627,-199.23388,0.693,543,100,0.122,-0.551
110,Senate,40703,PA,100,0,1 ,"CASEY, Robert (Bob), Jr.",C001070,-0.304,0.193,-83.44539,0.85947,551,29,-0.292,0.12
110,Senate,29142,RI,100,0,1 ,"REED, John F. (Jack)",R000122,-0.38,-0.226,-66.29994,0.88605,548,29,-0.367,-0.32
110,Senate,40704,RI,100,0,1 ,"WHITEHOUSE, Sheldon",W000802,-0.397,-0.196,-63.12782,0.89138,549,27,-0.382,-0.438
110,Senate,29566,SC,200,0,1 ,"GRAHAM, Lindsey O.",G000359,0.408,-0.173,-145.74607,0.7531,514,65,0.47,-0.262
110,Senate,29936,SC,200,0,1 ,"DeMINT, James W.",D000595,0.7,-0.102,-62.35449,0.89,534,25,0.82,-0.07
110,Senate,15425,SD,100,0,1 ,"JOHNSON, Timothy Peter (Tim)",J000177,-0.25,0.143,-45.92208,0.859,301,22,-0.204,0.384
110,Senate,29754,SD,200,0,1 ,"THUNE, John",T000250,0.41,0.128,-126.57515,0.79376,548,57,0.431,0.172
110,Senate,40304,TN,200,0,1 ,"ALEXANDER, Lamar",A000360,0.323,-0.182,-143.68018,0.76176,528,64,0.339,-0.192
110,Senate,40705,TN,200,0,1 ,"CORKER, Robert (Bob)",C001071,0.395,-0.345,-186.47456,0.70844,541,90,0.372,-0.201
110,Senate,40305,TX,200,0,1 ,"CORNYN, John",C001056,0.495,-0.014,-103.15948,0.82283,529,41,0.487,0.058
110,Senate,49306,TX,200,0,1 ,"HUTCHISON, Kathryn Ann Bailey (Kay)",H001016,0.356,0.012,-128.85742,0.789,543,56,0.36,0.097
110,Senate,14503,UT,200,0,1 ,"HATCH, Orrin Grant",H000338,0.382,-0.005,-164.11772,0.73792,540,73,0.333,-0.008
110,Senate,49307,UT,200,0,1 ,"BENNETT, Robert",B000382,0.331,-0.11,-159.60927,0.746,544,77,0.351,-0.31
110,Senate,14307,VT,100,0,1 ,"LEAHY, Patrick Joseph",L000174,-0.37,-0.135,-72.03666,0.87682,548,31,-0.416,-0.079
110,Senate,29147,VT,328,0,1 ,"SANDERS, Bernard",S000033,-0.52,-0.361,-70.10982,0.8797,547,34,-0.599,0.07
110,Senate,14712,VA,200,0,1 ,"WARNER, John William",W000154,0.262,-0.131,-148.75207,0.744,503,69,0.252,-0.318
110,Senate,40706,VA,100,0,1 ,"WEBB, James H. (Jim)",W000803,-0.169,0.023,-114.1986,0.811,544,48,-0.231,0.109
110,Senate,39310,WA,100,0,1 ,"CANTWELL, Maria E.",C000127,-0.292,-0.398,-63.09937,0.89067,545,25,-0.31,-0.501
110,Senate,49308,WA,100,0,1 ,"MURRAY, Patty",M001111,-0.342,-0.287,-46.55593,0.9171,538,17,-0.35,-0.223
110,Senate,1366,WV,100,0,1 ,"BYRD, Robert Carlyle",B001210,-0.309,0.729,-134.32444,0.762,493,65,-0.433,0.902
110,Senate,14922,WV,100,0,1 ,"ROCKEFELLER, John Davison IV (Jay)",R000361,-0.326,0.177,-92.70446,0.838,523,50,-0.28,0.346
110,Senate,15703,WI,100,0,1 ,"KOHL, Herbert H.",K000305,-0.256,-0.406,-63.25436,0.892,551,25,-0.286,-0.204
110,Senate,49309,WI,100,0,1 ,"FEINGOLD, Russell Dana",F000061,-0.308,-0.951,-165.97253,0.74,551,73,-0.988,0.152
110,Senate,15633,WY,200,1,1 ,"THOMAS, Craig Lyle",T000162,0.446,-0.128,-32.51516,0.766,122,11,0.541,0.14
110,Senate,40707,WY,200,2,2 ,"BARRASSO, John A.",B001261,0.533,0.23,-72.13493,0.82416,373,32,0.58,0.329
110,Senate,49706,WY,200,0,1 ,"ENZI, Michael B.",E000285,0.54,0.182,-104.34634,0.82399,539,47,0.567,0.243
111,Senate,49700,AL,200,0,1 ,"SESSIONS, Jefferson Beauregard III (Jeff)",S001141,0.549,0.13,-78.71552,0.87589,594,32,0.53,-0.241
111,Senate,94659,AL,200,0,1 ,"SHELBY, Richard C.",S000320,0.431,0.535,-140.04627,0.79546,612,75,0.386,0.414
111,Senate,40300,AK,200,0,1 ,"MURKOWSKI, Lisa",M001153,0.207,-0.288,-156.52236,0.76559,586,75,0.218,-0.211
111,Senate,40900,AK,100,0,1 ,"BEGICH, Mark",B001265,-0.235,0.15,-87.37909,0.864,600,35,-0.238,0.195
111,Senate,15039,AZ,200,0,1 ,"McCAIN, John Sidney, III",M000303,0.381,-0.626,-106.88463,0.83855,607,43,0.499,-0.508
111,Senate,15429,AZ,200,0,1 ,"KYL, Jon Llewellyn",K000352,0.548,-0.415,-85.02424,0.8695,608,38,0.532,-0.506
111,Senate,29305,AR,100,0,1 ,"LINCOLN, Blanche Lambert",L000035,-0.166,0.178,-164.80066,0.757,592,78,-0.112,0.247
111,Senate,40301,AR,100,0,1 ,"PRYOR, Mark",P000590,-0.199,0.463,-109.64356,0.836,612,50,-0.194,0.342
111,Senate,15011,CA,100,0,1 ,"BOXER, Barbara",B000711,-0.45,-0.423,-71.07957,0.889,607,23,-0.338,-0.282
111,Senate,49300,CA,100,0,1 ,"FEINSTEIN, Dianne",F000062,-0.269,-0.21,-75.07648,0.88491,614,27,-0.336,-0.204
111,Senate,29906,CO,100,0,1 ,"UDALL, Mark",U000038,-0.353,0.049,-140.65982,0.794,611,56,-0.237,-0.241
111,Senate,40500,CO,100,1,1 ,"SALAZAR, Kenneth Lee",S001163,-0.223,0.042,,,,,-0.592,0.549
111,Senate,40910,CO,100,2,5 ,"BENNET, Michael F.",B001267,-0.207,-0.122,-114.97096,0.82745,607,49,-0.211,-0.129
111,Senate,14213,CT,100,0,1 ,"DODD, Christopher John",D000388,-0.328,-0.317,-50.73445,0.919,601,18,-0.367,-0.095
111,Senate,15704,CT,100,0,1 ,"LIEBERMAN, Joseph I.",L000304,-0.205,-0.312,-143.51583,0.787,599,62,-0.209,-0.384
111,Senate,14101,DE,100,1,1 ,"BIDEN, Joseph Robinette, Jr.",B000444,-0.314,-0.042,,,,,-0.741,0.672
111,Senate,15015,DE,100,0,1 ,"CARPER, Thomas Richard",C000174,-0.174,-0.219,-129.37292,0.80946,612,53,-0.259,-0.106
111,Senate,40901,DE,100,2,5 ,"KAUFMAN, Edward E. (Ted)",K000373,-0.391,-0.126,-52.71229,0.91,562,19,-0.389,-0.134
111,Senate,40916,DE,100,3,2 ,"COONS, Christopher A.",C001088,-0.243,-0.209,-3.24365,0.92893,44,1,-0.396,0.09
111,Senate,14651,FL,100,0,1 ,"NELSON, Clarence William (Bill)",N000032,-0.193,0.339,-111.40885,0.83181,605,46,-0.219,-0.03
111,Senate,40501,FL,200,1,1 ,"MARTINEZ, Melquiades R. (Mel)",M001162,0.333,-0.417,-78.9308,0.713,233,38,0.288,-0.306
111,Senate,40911,FL,200,2,5 ,"LEMIEUX, George S.",L000572,0.34,0.081,-71.21728,0.821,360,31,0.339,0.091
111,Senate,29512,GA,200,0,1 ,"CHAMBLISS, Saxby",C000286,0.423,0.205,-83.19101,0.868,588,34,0.476,0.096
111,Senate,29909,GA,200,0,1 ,"ISAKSON, Johnny",I000055,0.403,-0.014,-100.68943,0.83299,551,39,0.433,-0.08
111,Senate,4812,HI,100,0,1 ,"INOUYE, Daniel Ken",I000025,-0.319,0.062,-43.66876,0.931,612,19,-0.397,0.102
111,Senate,14400,HI,100,0,1 ,"AKAKA, Daniel Kahikina",A000069,-0.419,0.273,-42.8555,0.933,615,20,-0.428,0.39
111,Senate,29345,ID,200,0,1 ,"CRAPO, Michael Dean",C000880,0.509,0.282,-78.72477,0.87874,609,33,0.508,0.508
111,Senate,40902,ID,200,0,1 ,"RISCH, James",R000584,0.636,0.57,-70.98801,0.89048,612,37,0.533,0.592
111,Senate,15021,IL,100,0,1 ,"DURBIN, Richard Joseph",D000563,-0.363,-0.363,-45.2965,0.92866,612,13,-0.5,-0.362
111,Senate,20115,IL,200,3,2 ,"KIRK, Mark Steven",K000360,0.274,-0.647,,,,,0.33,-0.705
111,Senate,40903,IL,100,2,5 ,"BURRIS, Roland",B001266,-0.468,0.044,-26.54473,0.954,564,9,-0.468,0.078
111,Senate,14506,IN,200,0,1 ,"LUGAR, Richard Green",L000504,0.304,-0.466,-172.99602,0.753,611,85,0.26,-0.496
111,Senate,49901,IN,100,0,1 ,"BAYH, Evan",B001233,-0.158,-0.142,-340.29728,0.559,585,152,-0.073,-0.073
111,Senate,14226,IA,200,0,1 ,"GRASSLEY, Charles Ernest",G000386,0.343,-0.071,-150.92581,0.7827,616,70,0.387,0.003
111,Senate,14230,IA,100,0,1 ,"HARKIN, Thomas Richard (Tom)",H000206,-0.351,-0.546,-60.00287,0.906,608,26,-0.518,-0.439
111,Senate,14852,KS,200,0,1 ,"ROBERTS, Charles Patrick (Pat)",R000307,0.414,-0.094,-97.49315,0.84601,583,49,0.432,0.157
111,Senate,29523,KS,200,0,1 ,"BROWNBACK, Sam Dale",B000953,0.439,-0.306,-107.38746,0.831,579,54,0.419,-0.389
111,Senate,14921,KY,200,0,1 ,"McCONNELL, Addison Mitchell (Mitch)",M000355,0.403,0,-88.08603,0.86656,615,45,0.458,-0.09
111,Senate,15406,KY,200,0,1 ,"BUNNING, James Paul David",B001066,0.521,-0.049,-90.44553,0.854,574,30,0.632,-0.196
111,Senate,29918,LA,200,0,1 ,"VITTER, David",V000127,0.495,0.323,-98.89553,0.845,588,41,0.478,0.369
111,Senate,49702,LA,100,0,1 ,"LANDRIEU, Mary L.",L000550,-0.203,0.444,-99.21112,0.845,590,32,-0.248,0.478
111,Senate,14661,ME,200,0,1 ,"SNOWE, Olympia Jean",S000663,0.091,-0.548,-181.62384,0.745,616,93,0.095,-0.516
111,Senate,49703,ME,200,0,1 ,"COLLINS, Susan Margaret",C001035,0.11,-0.556,-167.24075,0.76224,616,72,0.087,-0.476
111,Senate,14440,MD,100,0,1 ,"MIKULSKI, Barbara Ann",M000702,-0.37,-0.128,-29.16494,0.95,567,9,-0.4,-0.096
111,Senate,15408,MD,100,0,1 ,"CARDIN, Benjamin Louis",C000141,-0.326,-0.252,-44.98206,0.92958,616,14,-0.437,-0.194
111,Senate,10808,MA,100,1,1 ,"KENNEDY, Edward Moore (Ted)",K000105,-0.443,-0.49,,,,,-0.735,0.181
111,Senate,14920,MA,100,0,1 ,"KERRY, John Forbes",K000148,-0.352,-0.382,-45.70761,0.927,604,17,-0.402,-0.019
111,Senate,40912,MA,100,2,5 ,"KIRK, Paul G., Jr.",K000374,-0.517,0.012,-3.5084,0.964,95,1,-0.52,0.176
111,Senate,40913,MA,200,3,2 ,"BROWN, Scott P.",B001268,0.128,-0.294,-76.32161,0.732,245,38,0.177,-0.106
111,Senate,14709,MI,100,0,1 ,"LEVIN, Carl",L000261,-0.395,-0.116,-47.95866,0.925,615,19,-0.417,-0.109
111,Senate,29732,MI,100,0,1 ,"STABENOW, Deborah Ann",S000770,-0.331,0.026,-39.32138,0.93777,612,15,-0.352,0.125
111,Senate,40700,MN,100,0,1 ,"KLOBUCHAR, Amy",K000367,-0.247,-0.162,-117.08249,0.82562,611,49,-0.207,-0.224
111,Senate,40904,MN,100,0,1 ,"FRANKEN, Al",F000457,-0.4,-0.169,-32.03808,0.92622,418,13,-0.432,-0.15
111,Senate,14009,MS,200,0,1 ,"COCHRAN, William Thad",C000567,0.287,0.051,-171.49634,0.75527,611,83,0.281,0.235
111,Senate,29534,MS,200,0,1 ,"WICKER, Roger F.",W000437,0.377,0.361,-105.1706,0.84116,608,47,0.399,0.376
111,Senate,15501,MO,200,0,1 ,"BOND, Christopher Samuel (Kit)",B000611,0.31,-0.169,-200.34262,0.701,564,100,0.248,-0.033
111,Senate,40701,MO,100,0,1 ,"McCASKILL, Claire",M001170,-0.142,0.023,-297.01174,0.61255,606,111,-0.146,-0.17
111,Senate,14203,MT,100,0,1 ,"BAUCUS, Max Sieben",B000243,-0.212,0.017,-99.0462,0.851,612,41,-0.242,0.355
111,Senate,40702,MT,100,0,1 ,"TESTER, Jon",T000464,-0.21,0.138,-97.71738,0.85198,610,43,-0.214,0.21
111,Senate,40103,NE,100,0,1 ,"NELSON, Earl Benjamin (Ben)",N000180,-0.03,0.588,-175.41729,0.752,616,71,-0.007,0.648
111,Senate,40905,NE,200,0,1 ,"JOHANNS, Mike",J000291,0.391,0.293,-122.98633,0.811,586,53,0.402,-0.028
111,Senate,15054,NV,100,0,1 ,"REID, Harry",R000146,-0.276,0.258,-110.20734,0.836,616,38,-0.323,0.45
111,Senate,29537,NV,200,0,1 ,"ENSIGN, John Eric",E000194,0.508,-0.464,-109.71997,0.834,604,45,0.516,-0.37
111,Senate,14826,NH,200,0,1 ,"GREGG, Judd Alan",G000445,0.429,-0.737,-149.54081,0.761,548,81,0.344,-0.78
111,Senate,40906,NH,100,0,1 ,"SHAHEEN, Jeanne",S001181,-0.253,-0.241,-72.09254,0.88801,607,32,-0.293,-0.326
111,Senate,14914,NJ,100,0,1 ,"LAUTENBERG, Frank Raleigh",L000123,-0.382,-0.579,-39.74582,0.936,600,15,-0.411,-0.134
111,Senate,29373,NJ,100,0,1 ,"MENENDEZ, Robert",M000639,-0.364,-0.118,-56.88605,0.91096,610,17,-0.362,-0.412
111,Senate,14912,NM,100,0,1 ,"BINGAMAN, Jesse Francis, Jr. (Jeff)",B000468,-0.266,0.045,-91.20556,0.862,616,35,-0.32,0.137
111,Senate,29924,NM,100,0,1 ,"UDALL, Thomas (Tom)",U000039,-0.453,0.18,-59.2724,0.90755,611,30,-0.372,0.007
111,Senate,14858,NY,100,0,1 ,"SCHUMER, Charles Ellis (Chuck)",S000148,-0.351,-0.391,-36.11955,0.94278,613,8,-0.393,-0.261
111,Senate,20735,NY,100,2,2 ,"GILLIBRAND, Kirsten",G000555,-0.41,-0.225,-39.02708,0.93662,596,17,-0.418,-0.226
111,Senate,40105,NY,100,1,1 ,"CLINTON, Hillary Rodham",C001041,-0.367,-0.243,,,,,-0.592,0.549
111,Senate,29548,NC,200,0,1 ,"BURR, Richard M.",B001135,0.453,-0.058,-90.9701,0.85953,601,31,0.491,-0.105
111,Senate,40907,NC,100,0,1 ,"HAGAN, Kay",H001049,-0.202,0.281,-121.38543,0.819,608,39,-0.212,0.249
111,Senate,14812,ND,100,0,1 ,"DORGAN, Byron Leslie",D000432,-0.267,0.09,-105.03081,0.841,607,44,-0.266,0.26
111,Senate,15502,ND,100,0,1 ,"CONRAD, Kent",C000705,-0.296,0.582,-98.16397,0.849,601,41,-0.26,0.399
111,Senate,29389,OH,100,0,1 ,"BROWN, Sherrod",B000944,-0.438,-0.136,-32.79508,0.94757,609,12,-0.454,-0.263
111,Senate,49903,OH,200,0,1 ,"VOINOVICH, George Victor",V000126,0.239,-0.803,-234.21564,0.671,587,115,0.163,-0.83
111,Senate,15424,OK,200,0,1 ,"INHOFE, James Mountain",I000024,0.552,0.04,-83.456,0.86893,594,29,0.595,0.033
111,Senate,29555,OK,200,0,1 ,"COBURN, Thomas Allen",C000560,0.782,0.055,-47.67462,0.924,605,19,0.843,-0.238
111,Senate,14871,OR,100,0,1 ,"WYDEN, Ronald Lee",W000779,-0.321,-0.433,-62.68927,0.90032,597,24,-0.33,-0.418
111,Senate,40908,OR,100,0,1 ,"MERKLEY, Jeff",M001176,-0.48,-0.801,-68.55996,0.89418,613,30,-0.382,-0.584
111,Senate,14910,PA,200,0,1 ,"SPECTER, Arlen",S000709,0.068,-0.627,-55.25642,0.709,161,30,0.111,-0.407
111,Senate,40703,PA,100,0,1 ,"CASEY, Robert (Bob), Jr.",C001070,-0.304,0.193,-71.1995,0.89085,616,23,-0.347,0.494
111,Senate,94910,PA,100,0,1 ,"SPECTER, Arlen",S000709,-0.321,0.036,-43.00533,0.904,428,18,-0.32,0.018
111,Senate,29142,RI,100,0,1 ,"REED, John F. (Jack)",R000122,-0.38,-0.226,-40.13332,0.93643,611,14,-0.462,-0.167
111,Senate,40704,RI,100,0,1 ,"WHITEHOUSE, Sheldon",W000802,-0.397,-0.196,-43.9989,0.92974,604,20,-0.539,-0.081
111,Senate,29566,SC,200,0,1 ,"GRAHAM, Lindsey O.",G000359,0.408,-0.173,-106.99684,0.83716,602,42,0.421,-0.2
111,Senate,29936,SC,200,0,1 ,"DeMINT, James W.",D000595,0.7,-0.102,-54.83432,0.913,602,23,0.801,-0.032
111,Senate,15425,SD,100,0,1 ,"JOHNSON, Timothy Peter (Tim)",J000177,-0.25,0.143,-65.3814,0.898,605,18,-0.344,0.419
111,Senate,29754,SD,200,0,1 ,"THUNE, John",T000250,0.41,0.128,-85.49768,0.87001,614,35,0.501,0.116
111,Senate,40304,TN,200,0,1 ,"ALEXANDER, Lamar",A000360,0.323,-0.182,-157.37146,0.77162,607,83,0.283,-0.237
